text,created_at,n_words,bias-1,positive-1,figurative-0,offensive-1
@JohnCornyn How many times did you vote against the ACA ? Over 20 at least. You are tied at the hip to #Trump and deserve to lose. You haven't looked after TX for a long time . We might lose health care cuz of you #TxDeservesBetter #VoteThemAllOut #BirdsOfAFeather #txlege #MJHegarForTX,2020-10-15 00:06:53,19,0.11448705941438675,0.0005917326,0.6398769021034241,0.18083356320858
I will take child named #Biden with #JoeBiden blood over a child named Trump with #DonaldTrump blood any day of the week. https://t.co/AL4gumlKkW,2020-10-15 00:06:57,10,0.4208880066871643,0.0013206758,0.6449556350708008,0.546064019203186
"How does anyone read this, know it’s sincere, then side with #trump on any race- or police-related matter? 

cc @icecube https://t.co/Sp8XBcfceN",2020-10-15 00:06:59,10,0.15269863605499268,0.015756791000000003,0.4701502025127411,0.127187117934227
@TinTinResists @KatrinaHagen2 @marcorubio Incompetent. Just like everyone else involved in the #trump clown car. #VoteBiden,2020-10-15 00:07:00,7,0.08245054632425307,4.2297885e-05,0.5361696481704712,0.921305775642395
"@thebradfordfile #TRUMP &amp; Enablers Need to Face the CONSEQUENCEs of his **FAILED** #COVID19 Response 👇👇👇👇👇👇👇
https://t.co/fmush7UFtl",2020-10-15 00:07:00,7,0.4414289295673369,0.000117365824,0.7320143580436707,0.5638065934181213
"#Trump: One of the most important issues for Iowa is...that thing with Ethanol, you remember Ethanol? Biden wants to get rid of fossil fuels! And Kamala and did Pence beat her or what? He just wiped the floor with her. We fought hard to keep ethanol going in the pandemic!

What?",2020-10-15 00:07:01,25,0.2742399275302887,0.0059971143,0.8605757355690002,0.2540132999420166
"@andrewravin @OD_ant Nobody was more experienced that Hillary Clinton and she couldn't handle #DonaldTrump. Yes Biden is weak, #Limited where the Trump administration is strong and #Limitless",2020-10-15 00:07:04,11,0.2990555167198181,0.32284809999999997,0.9253138899803162,0.15181870758533478
"""Believe it or not, #Biden will be the next President of the United States.  #Trump lost the election already due to #COVID19.""

That's just a prediction.  No one knows the future.  We try to predict it to feel larger than life.  Unafraid of being wrong.

https://t.co/AMurxRsiFX",2020-10-15 00:07:05,21,0.4572565257549286,0.37542066,0.6901496648788452,0.2477567046880722
@Robbins17Chris Ditto. It's the #TrumpEffect. Anyone compared to #Trump looks good.,2020-10-15 00:07:35,5,0.4287569224834442,0.04705312,0.42680239677429205,0.11127888411283493
#Trump has been banging on about the #China #Biden  connection from the outset but was played down by #MSM as usual! https://t.co/SiqWtxj66d,2020-10-15 00:07:36,5,0.10345880687236786,0.005867324,0.6013150215148926,0.10015807300806047
"Thought you might want this for a lawsuit.  I tried to tweet out the link from the NY Post article &amp; was shown this.  Twitter &amp; partners?  Who are their partners? Also, I couldn't even save the tweet as a draft. Had to discard completely @realDonaldTrump @DonaldJTrumpJr  #Trump https://t.co/mBbCiV5o2z",2020-10-15 00:07:39,23,0.017370454967021942,0.0005140748,0.21296028792858124,0.016336634755134586
@francisd62 The #Trump Administration has just announced herd immunity is their new strategy. Estimated 2 million + will die if Trump is re-elected.,2020-10-15 00:07:42,12,0.17553558945655826,0.4711464,0.7872651815414429,0.07444731891155243
@Acosta Hey #trump you #POS U got a kid home #tested #positive 4 #COVID19 #COVID19  &amp; your at your own #mass #superspreader #rally!No fkn shock #pathetic &amp; anyone #Suppose 2 B A #Patriot would never be ok w none of it or support it! #Hypocrites talked about ##immigrants #pathetic,2020-10-15 00:07:43,20,0.15503503382205966,0.00010736277,0.3982153236865997,0.08693858981132507
"Once #Trump is re-elected the #media #fakenews #Msm #SocialMedia will lose it &amp; real Americans can't wait! 
#Trump2020LandslideVictory 
#2TermPresident #4MoreYears #Winning",2020-10-15 00:07:52,7,0.195744663476944,0.6301184,0.6150315403938293,0.23393554985523224
"@PressSec @Twitter Stop spreading lies and they won’t lock you out. But you decided to work for #Trump. You, dearie, are NOT above the law.",2020-10-15 00:07:56,9,0.3725830912590027,0.008449294,0.5947312712669373,0.11228939145803453
#Trump #Trump2020 is truly a disgusting 🤮 human! Watch The 11th Hour With Brian Williams Highlights: October 13 | MSNBC https://t.co/mvz00aVDRT via @YouTube #VoteHimOut2020 #VoteBlueDownBallot,2020-10-15 00:08:05,13,0.23166318237781525,0.00081388024,0.8391085863113403,0.027829410508275032
Hey @Twitter @Facebook  @PaulaReidCBS @NicolleDWallace @wolfblitzer @weijia @PeterAlexander @brikeilarcnn @AprilDRyan @kaitlancollins..🖕🏻Did you censor the #SteeleDossier or Stolen #Trump tax info? #EnemyOfThePeople You will lose. You will be defeated. #TrumpLandslideVictory2020,2020-10-15 00:08:10,7,0.1328711360692978,0.0011637799,0.1256931871175766,0.24564218521118164
@theprettybeaver @icecube What a load of rubbish. Black communities have had it hard for many years now. Not just the last 4 years. Are u winding me up. Most black films are minimum 20 years old and Tupac was screaming it from the 90s.  So pleasehas everyone in the world lost their memory #icecube #trump,2020-10-15 00:08:13,27,0.4240899682044983,0.0005305813400000001,0.038440503180027015,0.4500699937343597
"#TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, without family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue https://t.co/AYnI8vsWoi",2020-10-15 00:08:18,21,0.03719356283545494,0.0008633194400000001,0.6138820052146912,0.2800778448581696
"#BoycottNBCTownHall 
Don't give Trump the numbers his ego craves!!
#Trump it's all about HIM!!
#TrumpProjection
#America 
#AmericaOrTrump 
#AmericaNeedsPennsylvania 
#Dump reckless #Trump
#TrumpIsALaughingStock 
#TrumpVirusDeathToll215K 
#TrumpCrimeFamily 
#TrumpTaxes https://t.co/UycJdbqzHd",2020-10-15 00:08:20,6,0.2029843777418137,0.0013449865,0.8493710160255432,0.1647215634584427
"@AP To normalize this is aiding a crime.#trump is a criminal,#illegitmate,traitor,&amp; he and the gop are #conspiritors,reoffending #stealingscotusseats,&amp; more. Vehemently expressed public outrage &amp; drastic roadblocks to this 4 year long travesty of #justice are needed asap.Shut it down",2020-10-15 00:08:26,19,0.16809847950935364,0.00033691747,0.4016861617565155,0.694193422794342
"@stephbarlow2 @JoshSchwerin @soledadobrien Disclaimer, totally support dems this #Election2020 but will watch #Trump #FlameShow to nurture the paranoia #Confidence in #JoeBiden lets me do this - it’s not all media numbers, it’s real",2020-10-15 00:08:30,12,0.3787946105003357,0.022228945,0.6873341202735901,0.1986258327960968
"Court stops the #census &amp; now landlords can throw people out in the streets even w/lack of Federal gov't passing a stimulus so people can stay in their homes. #Trump has tried to cover up his failures with taxpayer funding many times before, why not now? Help real estate buddies? https://t.co/HsSYoxv7mr",2020-10-15 00:08:35,31,0.09761624038219452,2.277696e-05,0.465347021818161,0.4426933228969574
"@LaylaAlisha11 @SarahBr42582476 @VFL2013 @realDonaldTrump @ELiss865 @Debrennie2 @billez62 @Shortycake70 @timburchett @Melski1 @AppSame @DonnaWR8 @LVNancy @hrenee80 #PromisesMadePromisesKept?
No Wall
No healthcare plan
North Korea still has nukes
Troops still in Iraq &amp; Afghanistan
#Trump failed to protect wife &amp; Son from #COVID19
.@ABCPolitics .@CBSPolitics .@NBCPolitics .@KatyTurNBC .@jaketapper .@wolfblitzer .@FiringLineShow .@npratc",2020-10-15 00:08:36,17,0.05322795361280441,4.2905893e-05,0.6743264198303223,0.19167529046535486
"@MeidasTouch He can not even wing it. #Trump is in a very bad way. However, there is a silver lining here, he hasn't a clue how truly bad he really is. Dementia can have a merciful side.",2020-10-15 00:08:45,17,0.5432370305061339,3.4003577e-07,0.3180046081542969,0.3055229187011719
"The President @realDonaldTrump got impeached for something Joe Biden did.
#DonaldTrump https://t.co/zfbyHrQvgB",2020-10-15 00:08:52,6,0.4273034334182739,0.006804637,0.9800676703453064,0.12607859075069427
"@thehill 🚨 #Trump  FAILED  #America 

#Trump FAILED to handle #COVID19 leading to 216,000+ DEAD #Americans.

There’s NO end for #COVID DEATHs until at least Mid-2021.

#TRUMP is also NEGLIGENT in his response to #ClimateCrisis. 

#TrumpIsACompleteFailure",2020-10-15 00:09:03,15,0.06285326182842255,0.0003769547,0.9430726766586304,0.7074990272521973
"The #regeneron people know #Trump is trying once again to politicize a #COVID19 treatment.

Look at what happened to #HydroxyChloroquine https://t.co/VVUv7q1J23",2020-10-15 00:09:09,7,0.2294648438692093,0.17896637,0.4072574079036713,0.0840393677353859
"#Trump: I don't mind running against sleepy Joe but I wouldn't want to run against her [Amy Coney Barrett]. Please Amy, promise me you'll never run!

Goddammit, now I agree with Trump about something. 2020 is the pits.",2020-10-15 00:09:10,20,0.4999704360961914,0.0018158209,0.574968695640564,0.15294499695301056
"Read the replies.  

Note that Ice Cube is signing on to help consult on deploying a $500 billion fund #Trump has earmarked to assist the African American community.  

But many leftists are upset because, apparently, #OrangeManBad.

This is insane. https://t.co/qRIikrqpb1",2020-10-15 00:09:16,22,0.14610327780246735,9.776804e-06,0.1818411350250244,0.14521630108356476
"#Trump’s #COVID Response: He lied to us for months and encouraged us to live recklessly during a #pandemic, and when it got to him he received every top-tier treatment and medication to ensure his survival while our friends and family died alone. Remember that when you #vote.",2020-10-15 00:09:22,22,0.09674470871686937,0.00034875797999999993,0.8392843008041382,0.2078462839126587
@RealRLimbaugh Tell others how #Trump has helped you and your family and your employees!,2020-10-15 00:09:25,5,0.10690442472696304,0.004319644,0.6497360467910767,0.056098025292158134
"@drinisthebest @CBSEveningNews @weijia I think when u look at ALL the trademarks Ivanka got approved from CHINA very shortly after #Trump took office...

He is conning his voters &amp; most are willing to let themselves be lied too...

Some people will actually let u just lie cheat and steal from them.

Its very sad",2020-10-15 00:09:30,25,0.23509344458580014,0.037954457000000004,0.5499704480171204,0.36591836810112
SE Cupp: Trump is #Self-destructing in the eleventh hour - https://t.co/3ruESGhixL - #DonaldTrump #Election,2020-10-15 00:09:33,5,0.10448464006185533,0.0019301744,0.7349277138710022,0.19748403131961825
Inside Hunter Biden's murky history of business dealings in China https://t.co/BjModXIuKC via @nypost #HunterBiden #TrumpIsALaughingStock #TrumpPence2020 #Trump #JoeBiden,2020-10-15 00:09:40,9,0.2545857131481171,0.0016661254999999998,0.9181749820709229,0.023478148505091667
@OwnTheLibs4 Dream on. You'll need it because Nov. 3 will be a nightmare for #trump and #trumpers,2020-10-15 00:09:40,5,0.18927140533924106,0.38250609999999996,0.7403568029403687,0.5322089195251465
"@morningmika Great idea; since @NBCNews will give #DonaldTrump town hall coverage across all channels, @ABC @CBSNews @CNNPolitics @bpolitics @business should carry @ABCPolitics town hall with @JoeBiden. #BidenTownHall #BidenHarrisLandslide2020 #BoycottMSNBC #2020Elections #Debate2020",2020-10-15 00:09:47,12,0.32790565490722656,0.15641485,0.28963884711265564,0.07901392132043839
"The Evilness of human beings should be measured in TRUMPS.
.
.

#DonaldTrump #DumpTrump2020 #BidenHarrisToSaveAmerica #TrumpIsALaughingStock #BidenHarris #BidenHarris2020 #TrumpPence2020 #bidenforlatins #LatinosConBiden #VenezolanosConBiden #colombianosconbiden #cubanosconbiden",2020-10-15 00:09:48,5,0.1788254976272583,0.15809307,0.7861783504486084,0.5559831857681274
"""Product #Review: QAnon: What you need to know as this unhinged, pro-#Trump conspiracy theory grows #News"": https://t.co/Od11DoiUI8",2020-10-15 00:09:57,9,0.4890539944171906,0.22524367,0.3531336486339569,0.21859583258628845
And #Trump really what's the goal. You HAVE EVERYTHING TO END THIS NOW...WHY WAIT.. https://t.co/puu2Ykvls3,2020-10-15 00:10:08,5,0.42077377438545227,0.0720875,0.25487661361694336,0.07356883585453032
"Election is 20 days away, what better way to deface a Biden sign then the Joe Pedo Sticker!! 
Available Now at https://t.co/vppZ5PgP5E
#MAGA #Trump #Trump2020 #TrumpTrain #KAG #1A #2A #A1 #WWG1GWA https://t.co/XE7pYJUGjv",2020-10-15 00:10:11,13,0.17972569167613986,0.0027026846,0.9313494563102722,0.8041757941246033
"These people that @Acosta is interviewing at another #Trump rally are the reason the #USA is in the situation we're in with the #coronavirus. They don't care if they die? All of them should be in one location so they can infect each other, not us. @andersoncooper @CNN",2020-10-15 00:10:14,14,0.252198725938797,0.019546475,0.3950089812278748,0.201211079955101
"Sweet 16 'super-spreader' party in New York leads to 37 coronavirus cases, $12,000 fine. #Trump brings illness and death to his family, friends, employees and @GOP voters!  He possesses the weakest character of any US President ever! https://t.co/BAAsgmfQQW",2020-10-15 00:10:47,27,0.06599394232034682,0.0009330127999999999,0.7745988368988037,0.3382022082805633
#DrainTheSwamp #Biden is so crooked. Everyone around him gets rich. #trump,2020-10-15 00:10:48,5,0.23545610904693606,0.02136106,0.4743064641952514,0.3566280603408813
Via @RawStory: It’s been one faceplant after another as Trump and the GOP try to recreate 2016’s perfect storm https://t.co/4NSju3ipQw | #politics #trump #corruption,2020-10-15 00:11:02,11,0.3823982775211334,0.026357022999999997,0.669921338558197,0.04266773536801338
"Fascinating #Trump u better read this.  Oh ya, that’s right u don’t know how to read. But #covid ⁦@realDonaldTrump⁩ was here long before it broke out in #China. Covid just decided instead to suddenly go crazy. There’s a very strong finding by https://t.co/192jbxSz0V",2020-10-15 00:11:04,20,0.4261876046657562,0.0019619592999999998,0.14271557331085205,0.3951348662376404
"#Trump: And Chuck Grassley, you don't have to worry about him! He's gonna be around forever!

Crowd: Yaaayyy? 

Me: Please no.",2020-10-15 00:11:09,9,0.08569609373807907,0.060451597,0.22760838270187375,0.15800508856773374
"Disgusting, useless, piece of shit government of Turkey!! 

#SanctionTurkey #SanctionErdogan #ShittyAssCountry #Dictator #CBS #NBC #FoxNews #TuckerCarlson #DonaldTrump #USA #HumanRights https://t.co/CETGxIFXox",2020-10-15 00:11:12,6,0.14898911118507385,0.0060509914000000005,0.8006628751754761,0.9913839101791382
"Trump in IOWA making another fantastic speech to 50,000 fellow “Protesters” 😂😂 .... WHAT AN ABSOLUTE LEGEND 👏👏👏💪 #Trump2020Landslide #Trump #Trump2020 #BidenHarrisToSaveAmerica (NOT) ... #Trump2020LandSlideVictory2020",2020-10-15 00:11:17,13,0.2329409569501877,0.010790434,0.9452617168426514,0.11994929611682892
The thought of having to hear the insane ravings of #DonaldTrump for another four years is giving me an ulcer. He is a madman that thrives on attention and has to be stopped. Please Do Not Vote For Donald Trump!,2020-10-15 00:11:17,18,0.24207903444767,0.009178483000000001,0.6811626553535461,0.2627450227737427
"I think before #WolfBlitzer or anyone with half a brain pushes #SpeakerPelosi to take a package from the #Republicans, they should have enough sense to know what's in it. They don't. She's looking out for us. They're not. Look at the 1st #stimulus. #Think #CNN @RoKhanna #Trump",2020-10-15 00:11:21,15,0.30064857006073,0.0028614835,0.4118775427341461,0.23772959411144254
.@billieeilish is making her voice heard and speaking out against President #DonaldTrump 💪🏽 https://t.co/Xoj1PSkvY1,2020-10-15 00:11:27,5,0.5941751003265381,0.017310288,0.6270909309387207,0.026632973924279213
"Some people interviewed at the #TrumpRallyIowa are defiant in the face of #coronavirus and say that they ""got to live their life"". Going to a #Trump rally is life?
Sad, people, sad.",2020-10-15 00:11:37,14,0.2358320951461792,0.00863494,0.4016854763031006,0.2760505676269531
"Amy Coathanger Barrett
💀☠️💀☠️💀☠️💀☠️💀
Taking women back to the 50s
#Trump it's all about HIM!!
#TrumpProjection
#America 
#AmericaOrTrump 
#AmericaNeedsPennsylvania 
#Dump reckless #Trump
#TrumpIsALaughingStock 
#TrumpVirusDeathToll215K 
#TrumpCrimeFamily 
#TrumpTaxes https://t.co/atPymSa25A https://t.co/xOcjYrIuCp",2020-10-15 00:11:47,8,0.2082365155220032,0.003594412,0.685325562953949,0.07542796432971954
"Not all #Evangelicals believe the hype of #DonaldTrump. Evangelicals make up 1/4 of the electorate. No wonder Trump is holding up upside-down Bibles.

https://t.co/RF8vTQwzXS",2020-10-15 00:11:48,13,0.22103409469127652,0.00016741456000000002,0.7325975298881531,0.6335372924804688
Sen. John Kennedy: New Hunter Biden report as serious as 'four heart attacks and a stroke' https://t.co/bs6J80755l #FoxNews #HunterBiden #Trump #TrumpIsALaughingStock #JoeBiden #NYPost,2020-10-15 00:11:50,12,0.2787691056728363,0.026695525,0.996878981590271,0.2306167632341385
Hey #DonaldTrump There is a 0.0000031% chance of voter fraud....,2020-10-15 00:12:01,6,0.056917861104011536,0.0021284048000000002,0.8328617215156555,0.8145177364349365
"I wonder if they are playing this song at Trump's ""super spreader"" rallies?  https://t.co/AmZntClQeO  #Trump #Election2020 #SuperSpreaderTrump #TrumpRally",2020-10-15 00:12:13,7,0.4210752844810486,0.0018775066000000001,0.24868839979171756,0.10934528708457948
@Ordinary1World I have long thought since this whole #trump mess started that almost all the magic answers to everything criminal involving everyone and all the countries were located at @DeutscheBank,2020-10-15 00:12:16,15,0.08477910608053207,2.4604153000000002e-05,0.6285029649734497,0.5049954652786255
"@Grammy9175 @deb6246 WAKE UP!  The unidentified military/police people dispatched by #DonaldTrump having NOTHING to do with LAW or ORDER.  They are intimidation, against citizens paid for with tax dollars.  Trying to prosecute protesters (1st amendment protected) as FELONS is intimidation.  #CNN #GOP",2020-10-15 00:12:16,22,0.09106779843568802,0.0011215156,0.3411765694618225,0.4734401702880859
"What's up with your man 🤔🤔🤔 He can't talk, walk, breathe or think. You #MAGA #MAGA2020 #MAGA2020Landslide #Trump2020LandslideVictory #Trump @realDonaldTrump @WhiteHouse @senatemajldr https://t.co/JB6sPl332U",2020-10-15 00:12:32,6,0.3183126449584961,0.051394235,0.4337104856967926,0.09019221365451813
#Trump tries to segue into talking about law enforcement but loses track halfway through the sentence and starts yelling about Biden and court packing.,2020-10-15 00:12:43,14,0.271951287984848,0.00088440155,0.6808908581733704,0.17336973547935486
#WhiteHouse #Trump #MelaniaTrump: Any of you EVER tell the truth? 😳 #BarronTrump tested positive for #COVID19?! Why trust any of these #COVIDIOTS to share any #Facts? #FactsMatter #TruthMatters No longer does #TrumpMatter. #DumpTrump2020 #DumpTrumperdinck #TrumpLiesAmericansDie https://t.co/oFR902woUz,2020-10-15 00:12:49,8,0.21613456308841705,0.02332103,0.9439410567283629,0.07655379176139833
"#NBCNews #WTF  ??

$cheduling its #Trump 
$ham #townhall against #ABCNews Legit #Biden 
AT #30Rock Studios 😷

Please Disinfect #SNL🏥

https://t.co/YjTpLfZ9j0 https://t.co/CddxfnAhqO",2020-10-15 00:12:49,6,0.19459670782089236,0.17478928,0.37908992171287537,0.1197880282998085
To all of the #Trump followers! all of the people behind him at his latest rally will have on masks to fool all of us into thinking that all of the rally attendees are wearing a Mask! They are NOT! #COVID19,2020-10-15 00:12:52,14,0.2714036703109741,0.0011814649,0.2913437783718109,0.5091487169265747
"@MaryBriggs1 Amy is a phenomenon! Trust President Trump to choose the best!
#Trump will never ever choose #KamalaHarris in a million years to be his #VP!
The #TerroristDemocrats have poor choices!
People suffer!",2020-10-15 00:13:00,16,0.402569591999054,0.03158078,0.7505493760108948,0.2116176784038544
"@CNN @HarrietD428 This is true!

In a related story, #CNN is facing heat for allowing #WolfBlitzer and #MaggieHaberman to continue working for #Trump and help with #2020Election.",2020-10-15 00:13:00,9,0.203606590628624,0.0045649003999999995,0.8688579201698303,0.16954506933689115
So do the masked #MAGA supporters understand that the #MAGAMasks behind the #Trump stage are metaphorical in about 10 different ways? https://t.co/08BlHHCkOG,2020-10-15 00:13:01,9,0.33365631103515625,0.0012160810000000001,0.4834418296813965,0.11660875380039215
"Trump blasts Facebook, Twitter for censoring article critical of Biden https://t.co/fxOyGdIrSn #World #DonaldTrump #UnitedStates",2020-10-15 00:13:02,8,0.04554422199726105,0.005208943,0.922076940536499,0.07230553776025772
I witnessed voter fraud in Ohio! Fighting for #Trump! Re-tweet this!!! Get this out! #Ohiovotingfraud!,2020-10-15 00:13:20,7,0.1266203671693802,0.025210902,0.8115591406822205,0.7723289728164673
"Like the media, Facebook no longer even pretends to be unbiased. Their blind hatred of Trump and democracy is obvious #BidenGate #Trump2020Landslide #Facebook #democracy #Democrat #FakeNews #HunterBiden #LiberalismIsAMentalDisorder #HunterBidenEmails #BidenCrimeFamily #Trump https://t.co/a2qnjKkemb",2020-10-15 00:13:23,12,0.16008739173412326,1.6541186e-07,0.5134838819503784,0.4809297323226929
"#BidenEmails reveals how #CrackHeadHunterBiden introduced Ukrainian businessman to his father, then Vice President .@JoeBiden of the .@BarackObama administration

#CrookedJoeBiden
#LiarJoeBiden
#BidenFamilyCrooks 

#Trump2020
#TrumpNowMoreThanEver
#Trump

https://t.co/NmbKTCECOl",2020-10-15 00:13:32,8,0.05842668563127518,0.23720928,0.8712803721427917,0.17012228071689606
"The polls tell us #Biden is winning by a landslide, but no one turns out for his events and apart from ""he's not Trump"" no one in his camp can come up with a reason to vote for him. Tens of thousands turn out for #Trump every day. #TrumpLandslide2020 #MAGA #POTUS https://t.co/o0ek7D4RRe",2020-10-15 00:13:50,22,0.4555502533912658,0.13467679999999999,0.7078863978385925,0.0557977519929409
"In Iowa, They are playing @PhilCollinsFeed IN THE AIR TONIGHT at a #Trump Rally  :O 
#PhilCollins you okay with that ???",2020-10-15 00:13:56,6,0.2149873971939087,0.006336228,0.4965204000473023,0.02076291106641293
"@realDonaldTrump @nypost Bc it’s garbage #RudyColludy &amp; Co cooked up. Desperate to give Trump his Oct surprise! 😆 Extorting Zelensky failed, Rudy’s Solomon plot failed, your DOJ hit jobs failed... gotta do something, right?! NYPost has no standards thus no problem printing fake or stolen shit. #Trump",2020-10-15 00:14:02,32,0.12062554061412813,2.3091927000000002e-05,0.19245319068431851,0.9866554737091064
"Looking at the 2016 #ElectionDay  impact on #Bitcoin  valuation, it's strange and funny to see the headlines stating #BTC ""SURGED"" a whopping $30 following the results.
I think another 4 years of #DonaldTrump could benefit the immediate price this year as well. Thoughts?",2020-10-15 00:14:10,25,0.2674974203109741,0.03615507,0.8026560544967651,0.06747668981552124
"Comedian #NoelCasler worked with #Trump on the tv show,  TheApprentice. 
He says that #Trump #SNORTS  #Adderall to get high, then takes downers. 
A couple of times a chunk of white stuff did fly from Trump's nose?? Drug issue? https://t.co/mkMFKoZ55f",2020-10-15 00:14:24,20,0.10592324286699296,0.0007325211,0.6938164830207825,0.6762794256210327
Ivanka #trump why do u think they call him the Orange Clown https://t.co/PJTiRYp5aV,2020-10-15 00:14:29,6,0.20940013229846954,0.15755379,0.5638855695724487,0.8739862442016602
"#Trump: They always ask me such hard questions! Everybody else gets easy, but the things they ask me, you couldn't even. It's so complicated.

In the one debate so far Trump was literally asked ""which parts of the environment do you like?""",2020-10-15 00:14:41,21,0.36775088310241705,0.00015528029,0.8004565834999084,0.05133292078971863
"Not a mask to be seen in the crowd, except behind #Trump where the cameras will show. I mean, sneaky much??? 🙄 https://t.co/68FNe0FaPo",2020-10-15 00:14:44,11,0.3754822611808777,0.00017566516,0.34614676237106323,0.23396283388137815
"@rose_recovery @JohnWDean We all are. #Trump never will. He can't piss off his buddy, Putin.",2020-10-15 00:14:45,5,0.12286564707756042,0.0035490590000000002,0.423833429813385,0.7464897036552429
Might be the last time I watch @MSNBC unless they change the time of #Trump's #TownHall. https://t.co/lQpgiCpsaD,2020-10-15 00:14:45,7,0.4275233447551727,0.0088939695,0.5896520614624023,0.10487211495637894
"When #DonTheCon #DonaldTrump says, ""You know it and I know it,"" will @SavannahGuthrie have the wherewithal to stand up and say, ""No, Mr #President I do not know it?""
We'll soon find out @LeftAction @morningmika https://t.co/mcBS84ib0h",2020-10-15 00:14:47,11,0.277381956577301,0.069008656,0.6176121234893799,0.0995926707983017
"@abhijitmajumder Let’s not forget @newyorkpost is owned by #Trump ally Rupert Murdoch, who has a long and checkered history of influencing elections in UK and Australia with his gutter press. Don’t believe the hype.. #UkraineJoe #MAGA2020 #USElection2020",2020-10-15 00:15:16,18,0.19471813738346103,0.006139441999999999,0.31308215856552124,0.5487977862358093
"i cant think of a better way for trump to show how he hates seniors, oh wait, hes killed hundreds of thousands of seniors with his disastrous pandemic response. 

a covid death is a lonely one, you cant be with your family to ease your passing. 

fuck #trump https://t.co/wHFl8DnKe7",2020-10-15 00:15:27,27,0.09419453889131546,7.135605e-07,0.1817702054977417,0.9703800082206726
@thereidout @maddow @DanRather  Should one be entitled of free health care when one goes to #trump #HerdInfection rally and ends up in #ICU Should #Medicaid use facial recognition to identify it's self-afflicted indebted recipients? https://t.co/BzzXzmw8y4,2020-10-15 00:15:30,17,0.15011824667453766,0.004715817,0.5594327449798584,0.3855998814105988
#Trump outmaneuvers Grandpa Groper #JoeBiden and liberal babies at #NBC are crying along with liberals living in mommy's basement across the country.  https://t.co/mnqGHdDZqM,2020-10-15 00:15:53,13,0.2097008377313614,0.0016667213,0.4796064794063568,0.6706735491752625
"@sxwxgirl1 @yashar Lock yourself, #Covid19 will get you! #Trump recovered quickly and looks very strong and healthy!",2020-10-15 00:15:58,7,0.3284183442592621,0.4905532,0.6640693545341492,0.059196546673774726
"#Trump is trying to make fun of Joe wanting to raise his hand about something and then says ""I dunno about that. How about the fracking thing? Let's talk about fracking.""

You just like the word. You don't actually know what it means.",2020-10-15 00:16:01,20,0.2245189994573593,0.00040795622000000005,0.298636794090271,0.16183921694755554
"@Black_Action Newsflash genius: neither Biden nor Harris lock black people up in cages, and ""Cube"" isn't advocating for Black People. Not working with #trump. He's just destroying his credibility with his own people by allowing himself to be used. #VoteBiden",2020-10-15 00:16:09,20,0.2834259271621704,3.5832756e-05,0.7647935748100281,0.3775681853294373
"Under Section 230 Twitter and Facebook limit Rudy Giuliani inspired fake email published by New York Post as an effort to harm #JoeBiden, as #trump administration continues to cheat in 2020 election, hoping to protect donald trump for four more years from criminal prosecution.",2020-10-15 00:16:13,29,0.08313842862844467,0.00012127989600000001,0.7765356302261353,0.2298877537250519
"President @realDonaldTrump:

“With your help, your devotion, and your drive, we are going to keep on working, we are going to keep on fighting, and we are going to keep ON WINNING!

We are ONE movement, ONE people, ONE family, and ONE GLORIOUS NATION UNDER GOD!”

#MAGA
#Trump https://t.co/l30UfLMkWx",2020-10-15 00:16:22,23,0.5661921501159668,0.016850056000000002,0.8536531329154968,0.0411919578909874
"#MAGA RALLY IN OHIO NOW: #Trump removes his tie &amp; puts on a #MakeAmericaGreatAgain hat: ""Oh, I feel so much better!"" https://t.co/FkNa2i3hyG",2020-10-15 00:16:22,11,0.20583322644233704,0.0025025907,0.026235125958919525,0.17539606988430026
"The new single from Demi Lovato, #CommanderInChief is causing quite the uproar on social media after calling out #DonaldJTrump.

@LizPerkin has everything you need to know about @ddlovato standing up for her music: https://t.co/LqttaRl47W

#DemiLovato #music #Trump",2020-10-15 00:16:25,15,0.16342748701572418,0.0033233725,0.2433028072118759,0.061546854674816125
"#Trump: It's never gonna be the end for us, is it.

Crowd: *cheers*

Me: That's...ominous.",2020-10-15 00:16:35,7,0.3980333209037781,0.008178104,0.3019773066043854,0.17829439043998718
People don’t realize #Trump  and the #GOP fvcked up the #country for next 100 years.  #VOTE #VoteThemAllOut,2020-10-15 00:16:38,6,0.2715633809566498,0.038673267000000004,0.3795105218887329,0.042090609669685364
"@realDonaldTrump @nypost Hahaha!! My gosh! Do you hear yourself?? ""Nothing worse than a corrupt politician""??? There's NOBODY more corrupt than @realDonaldTrump! NOBODY is a bigger liar!! NOBODY has been a bigger conman! And #Trump wants FB to spread his lies! #delusional",2020-10-15 00:16:43,19,0.4818945229053497,7.467003000000001e-07,0.2181187868118286,0.9330036640167236
@TheJimCornette &amp; @GreatBrianLast what is worse #Trump or #AEW… At times the line is blurred for me.,2020-10-15 00:17:00,5,0.16740873456001282,0.008251704,0.5892782211303711,0.5441244244575499
"@cajunmusicmp3 @gregpmiller This is the picture of an actively malignant, partisan Attorney General, who is using our tax dollars to sue people who have written books about the #Trump family.",2020-10-15 00:17:04,14,0.03263797610998154,2.2817463e-05,0.22014063596725464,0.2424832135438919
