tweet_text,created_at,n_words,party
@IngrahamAngle @Morning_Joe @realDonaldTrump. Laura I watched 5 min of morning joe the whining. Eye rolling and mashing of teeth was epic!,2017-02-17 11:51:47,12,Rep
"@Impeach_D_Trump @MissyGreenbean @realDonaldTrump Hatred in name of peace and love. Tolerance for intolerant! Up is down, black is white!",2017-02-17 11:52:00,8,Rep
"@realDonaldTrump You are such a whiny-assed, sucky, tiny-hands crybaby.  #GetHelp #NotMyPOTUS #ResistTrump",2017-02-17 11:52:04,6,Rep
"@RuwaydaMustafah @realDonaldTrump here is the reality, you are not american, you are British so stay out of our our politics.",2017-02-17 11:52:17,6,Rep
@realDonaldTrump has proven ANYONE can win the Presidency (with the help of Russia) 🙈,2017-02-17 11:52:35,7,Rep
@realDonaldTrump I have still not picked my jaw up off the floor after that ghastly display,2017-02-17 11:52:37,7,Rep
@realDonaldTrump Donnie Donnie Donnie... you are delusional and act like an idiot ...quite the embarrassment.,2017-02-17 11:52:39,9,Rep
@realDonaldTrump Hospital costs are still to darn high!,2017-02-17 11:52:55,5,Rep
"@realDonaldTrump  Best news conference ever! Keep it up.
The liberal's heads are exploding. Media will never change. God bless.",2017-02-17 11:52:58,13,Rep
@realDonaldTrump Please stop repeating the fake news statement You sound like an idiot. Your shit stinks just like everyone else. #DoYourJob,2017-02-17 11:53:05,14,Rep
@realDonaldTrump make a deep housecleaning... transfer them far away or make then resign.,2017-02-17 11:53:23,8,Rep
@realDonaldTrump oh yes then on vacation to Florida at the tax payers expense,2017-02-17 11:53:26,7,Rep
"@realDonaldTrump That was well done, Sir. A shot in the arm for all of us. Not making shit up is all your asking for.",2017-02-17 11:53:43,10,Rep
@MuppetV2 @matteec wait is @HillaryClinton president? it's a shame they couldn't just change the rules so she won,2017-02-17 11:53:44,5,Dem
"@realDonaldTrump love One America News Network, best of all. Hannity and Rush are great.",2017-02-17 11:53:51,9,Rep
Trump shows compassion. Calling for a political prisoner to be released. No doubt the left wing will twist this to… https://t.co/CUqogLO2f3,2017-02-17 08:47:00,11,Rep
"@Lrihendry @realDonaldTrump Trump has the power now to stop them, he just has to get his cabinet in place. Libs are infuriating, sore losers",2017-02-17 08:47:45,10,Rep
"Indiana! #Trump2016 https://t.co/6aGJr5WDaj Big news to do you and remember to betray you Senator Elizabeth Warren, we’d",2017-02-17 08:47:54,8,Rep
@aasif @DeplorableYes @realDonaldTrump yo assif ...who told Hillary to use an unsecured private server so she could hide info,2017-02-17 08:48:20,11,Rep
"@realDonaldTrump More whining about the dems... Blah blah blah. Meanwhile, in your administration, I'm seeing a well oiled machine. Lmfaoo",2017-02-17 11:51:48,12,Rep
"@realDonaldTrump ...and the Albanian Government and PM where , during the election , clearly against You ?? 
Answer : Use'em all ...",2017-02-17 11:52:00,8,Rep
Rush Limbaugh needs a drug test. https://t.co/PtpBK8v3kz,2017-02-17 11:52:01,5,Nothing
@realDonaldTrump ALL I KNOW THANK YOU MR PRESIDENT FOR CLEANING UP OUR NEIGHBORHOODS WITH THE ILLEGALS SWEEPS. BUSINESS WILLFACE FINE PRISON,2017-02-17 11:52:03,12,Rep
"@realDonaldTrump 
You made me laugh with that BBC bloke Donald, brilliant! 🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅
You socked it to em! Please don't change! X 😄",2017-02-17 11:52:12,11,Rep
"@43536H @realDonaldTrump Rush is the only one you cite? NOT a journalist, a bloated motor-mouthed crazy. Like you.",2017-02-17 11:52:15,10,Rep
@IngrahamAngle @Morning_Joe @realDonaldTrump Turned them on for a minute.They're REALLY acting strange.They are so confused they can't think,2017-02-17 11:52:21,8,Rep
"@realDonaldTrump Mr. President, why do we continue to print pennies? It costs 1.5 cents to print a damn pennie. Do away with pennies please.",2017-02-17 11:52:22,15,Rep
@stephenWalt case in point to your ? Yesterday! He thinks people are patting him on the back for doing a good job! https://t.co/IobBaUKKYj,2017-02-17 11:52:26,9,Nothing
@realDonaldTrump it's a hard job being the best at what you do  keep up the good work and stay strong,2017-02-17 11:52:29,8,Rep
@realDonaldTrump Satan could say something positive about you and you would thank him publicly,2017-02-17 11:53:05,8,Rep
@realDonaldTrump Some people call you a space cowboy.Some people call you Gangster of Love.Some people call you Mourece . YOUR JUST A WINNER,2017-02-17 11:53:14,12,Rep
"@realDonaldTrump Picher, OK is uninhabitable due to lead contamination. This is #MAGA Trump's America without an EPA https://t.co/Gl9GzACdju",2017-02-17 11:53:45,10,Rep
@realDonaldTrump I liked the way you lie. BIG FAT LIES. FAKE PRESIDENT.,2017-02-17 11:53:54,8,Rep
@realDonaldTrump new name for old disease  ..   liberalism.  We found cure. PRESIDENT TRUMP,2017-02-17 11:54:06,9,Rep
@IngrahamAngle @Morning_Joe @realDonaldTrump I'm watching too. Never watch this show. Mika is beside herself. Is she always like this?,2017-02-17 11:54:07,8,Rep
"@realDonaldTrump that is their problem, keep up the great work you and your administration are doing for We The People!",2017-02-17 11:54:10,6,Rep
We will see won't we Donny. Somehow I don't think it's fake news. https://t.co/y9bYTlmvwr,2017-02-17 08:47:03,6,Nothing
@BarackObama What happened? I thought you were going to take a stand against this crap? You're the 1st POTUS I vote… https://t.co/adHvlgo17w,2017-02-17 08:47:00,9,Dem
"""But paid anti tr*mp protesters!"" https://t.co/kvuMyp7V6w",2017-02-17 08:48:48,5,Nothing
"@realDonaldTrump Beat at your own con game, thanks loser. https://t.co/l4FXd6PrIy",2017-02-17 08:49:53,5,Rep
"@realDonaldTrump I agree, it was one of the most batshit crazy press conferences I've ever seen.",2017-02-17 11:51:53,8,Rep
@realDonaldTrump OMG dude!! If you think that 'train wreck' of a conference was one of the greatest ever; then you REALLY are delusional../2,2017-02-17 11:51:54,12,Rep
@realDonaldTrump You're right about the #VERYFAKENEWS ! Their ratings prove it.  Keep hitting them hard.  We love it. Greatest Presser Ever!,2017-02-17 11:51:55,10,Rep
@realDonaldTrump Good job sir! Keep up the great work!,2017-02-17 11:51:56,6,Rep
"@realDonaldTrump sir, I think you did a marvellous job, and you make me wish you were my president too. Though you already are in spirit. 👌",2017-02-17 11:52:03,10,Rep
@realDonaldTrump please get some help! you clearly are delusional!,2017-02-17 11:52:06,5,Rep
@CNN @realDonaldTrump someone please send a doctor 👨‍⚕️ to the White House to see and check Super Donald : he's los… https://t.co/zuiDo5Tbp7,2017-02-17 11:52:14,11,Rep
"@harlydogg @erichmcelroy @realDonaldTrump You can call it ""Trump care"" if you like. He is just calling it; fixing something that's broken.",2017-02-17 11:52:18,9,Rep
"one month out and @BarackObama is an afterthought 4 all Americans, There is &amp; was nothing worth remembering! Hope and Change never happened",2017-02-17 11:52:19,13,Dem
"@realDonaldTrump please provide in any trade deal with the UK, lashings of whatever it is you are smoking.",2017-02-17 11:52:26,8,Rep
"@realDonaldTrump But seriously, that press conference was GREAT, the greatest since JESUS!",2017-02-17 11:52:44,7,Rep
"Hang on, @OfficialCBC! @AprilDRyan will call you with a day and time for  the meeting with @POTUS! 🙄 https://t.co/gng5NX3EPg",2017-02-17 11:52:51,5,Nothing
@realDonaldTrump Your rants are alienating any American who is not part of your base.As President we are ALL your constituents.,2017-02-17 11:52:56,8,Rep
@realDonaldTrump Be sure to give them your expert opinion on aerodynamics as well. They'll really appreciate it!,2017-02-17 11:52:59,8,Rep
Is it me or does .@liliantintori seem extremely uncomfortable between Trump (grab em by the pussy) and Pence (I'll… https://t.co/YLkaRuUaBv,2017-02-17 11:53:16,8,Rep
@realDonaldTrump  now that's a compliment coming from a man of honor and intelligence. Hahahahahahahaha😂😂💩💩,2017-02-17 11:53:30,6,Rep
@realDonaldTrump The left is in meltdown mode. Enjoy it Mr. President.,2017-02-17 11:53:39,6,Rep
@IngrahamAngle @Morning_Joe @realDonaldTrump E. Robinson sputtering Trump isn't trying to work with the establishment - THATS WHY I VOTED!,2017-02-17 11:53:50,9,Rep
"@mrhorst1 @MrTommyCampbell @realDonaldTrump You know what the word ""liberal"" means, don't you?  Or are you reading from an #altdictionary ?",2017-02-17 08:47:10,5,Rep
"@pierredeca @realDonaldTrump you shall be to you as the native among you,and you shall love him as yourself;for you were sojourners...",2017-02-17 08:47:32,6,Rep
"""They fill up our alleys with people that you wonder how they get there""
- @realDonaldTrump on ""Obamaca"", 2017",2017-02-17 08:48:09,7,Dem
"@realDonaldTrump You lost the popular vote by 10 million. You have historically low approval ratings. 
#chaos
#releaseTaxes",2017-02-17 08:48:18,9,Rep
"@mkirkwmj @jackschofield @extremecompute @realDonaldTrump The jackasses are coming out of the White House closets, liars and con men. SAD!",2017-02-17 08:48:59,9,Rep
Oh look!   The exaggerator in chief is up bright and early bragging about his bizarre failed presser.  You are laug… https://t.co/EVCC9ys9AE,2017-02-17 11:51:54,11,Nothing
@realDonaldTrump I know how to read and determine what's fake. The only thing around here is you.,2017-02-17 11:52:01,6,Rep
"@realDonaldTrump Mr. President, you were superb yesterday. Keep up the GREAT work you are doing for ALL of us!",2017-02-17 11:52:29,8,Rep
"#LikeaKing watch out @realDonaldTrump, if Americans get inspired by the French. Your head is on the chopping block.… https://t.co/u6gCAi4pA5",2017-02-17 11:52:36,8,Rep
@realDonaldTrump Go Mr.President. Make America Great Again!🇱🇷,2017-02-17 11:52:49,6,Rep
@realDonaldTrump I would be careful.  No one wants to work for you!  Pretty soon you will be all alone in the White House,2017-02-17 11:52:57,10,Rep
Good Morning after awesome press conference @realDonaldTrump . Welcome to Charleston! https://t.co/ly2t2hkkUL,2017-02-17 11:52:59,7,Rep
@realDonaldTrump Bless you and your extreme level of ignorance. It's almost cute if it wasn't so shocking.,2017-02-17 11:53:09,7,Rep
@JoeNBC @realDonaldTrump @JoyAnnReid @DumpTrump TRUMP* stars in 'It's a Beautiful Mind' at 70 minute press conferen… https://t.co/s2foYM1b9q,2017-02-17 11:53:11,8,Rep
"@realDonaldTrump 
Make sure you get Lockheed on the phone while there!
#lockheedmartin 
#conflictsofinterest",2017-02-17 11:53:19,5,Rep
"@HillaryClinton continues to be regal, informed and my pick for President!  Thank you to all the Clintons for their… https://t.co/9EX1DKJA7H",2017-02-17 11:53:29,7,Dem
".@realDonaldTrump 
Wall Street Journal Runs Fake News on Trump and the Intelligence Community | Rush https://t.co/8RZppiu6Pd",2017-02-17 11:53:33,10,Rep
@mdj20000 @pastormarkburns @HillaryClinton what policies? As a independent who's voted Democrat for 20 years I haven't seen any..,2016-08-30 14:41:46,7,Dem
@realDonaldTrump Thank you! We ALL see what @Twitter is doing to you comment thread....shameful,2017-02-17 08:48:05,5,Rep
"@realDonaldTrump You really are delusional if you believe this, as the spotlight is actually on the moron president",2017-02-17 08:48:48,7,Rep
You are a fucking embarrassment to this nation. My beagle could do a better job and she licks her own ass. https://t.co/PchC8H68lb,2017-02-17 11:51:57,9,Nothing
@realDonaldTrump if you are talking jobs today. How about a response to my question conserning 12 million jobs? #PONTUS #Jobs #trump,2017-02-17 11:52:21,9,Rep
"@realDonaldTrump stop fucking whining all the time. Its all you do. When u said we would be tired of winning, i think u misspelled whining.",2017-02-17 11:52:28,13,Rep
Speaking of fake: re the woman tesifying to Gorsuch character- Slight tinge of East Europe accent noticed. childhoo… https://t.co/ZwSorq32e7,2017-02-17 11:52:29,13,Nothing
Are you kidding? It was 77 minutes of you talking about how everything affects you. #narcissism #lies https://t.co/H1DY9jvmr1,2017-02-17 11:52:31,6,Nothing
@catsu @realDonaldTrump your brain was already deported. Why don't you go join it?,2017-02-17 11:52:33,5,Rep
@realDonaldTrump it's about time that everyone needs to stop acting like babies! Let's all work together!,2017-02-17 11:52:35,10,Rep
Majority of Britons support the UK's invitation to @realDonaldTrump of a state visit https://t.co/BgMCanNJHH… https://t.co/kZrldD4V0I,2017-02-17 11:52:37,7,Rep
Read those last two sentences again with a straight face 😂😂🤣 https://t.co/aAScyRbJ7R,2017-02-17 11:52:49,6,Nothing
@realDonaldTrump we need to go back to space  Boeing would be the best company to make that happen it would make more jobs happen,2017-02-17 11:53:09,14,Rep
"@realDonaldTrump You are delusional &amp; Rush is having Vicodin binge hallucination. You need mental health help stat.
https://t.co/EfaECY7KDR",2017-02-17 11:53:10,11,Rep
@realDonaldTrump My Jeff Foxworthy impression: If you think Steve Douche has more credibility than the NYTimes...You might be a moron.,2017-02-17 11:53:19,10,Rep
@realDonaldTrump so u can take credit for lowering costs and deals already in the works with Obama? Ok!,2017-02-17 11:53:21,11,Dem
@realDonaldTrump Americans not happy... but Rush L... he is the greatest for now... and about the only one left on the wrong side,2017-02-17 11:53:24,10,Rep
@realDonaldTrump you were a bit to harsh with that orthodox jew. He didn't mean to offend you,2017-02-17 11:53:28,6,Rep
@realDonaldTrump The media is going to have a rough eight years!  😁,2017-02-17 11:53:31,5,Rep
@RupertMyers @realDonaldTrump is that how to talk.  Just a clear example of how you liberals behave. Stop dividing the country &amp;@support him,2017-02-17 11:53:36,9,Rep
"@realDonaldTrump Mr.President,why dont you comment on Arsene Wenger's continuous defeat!He becomes source of heart desease for many people!",2017-02-17 08:47:04,14,Rep
@realDonaldTrump How does it feel to be the butt of late night monologues EVERY NIGHT?,2017-02-17 08:48:05,7,Rep
Shame that dems can't see past the smoke and past presidents. It baffles me. https://t.co/In7xgM1Wvp,2017-02-17 08:48:48,9,Nothing
"If the factory owner was a Victorian despot who let his staff die up chimneys, perhaps ... https://t.co/YwFDsqNv3P",2017-02-17 08:49:06,9,Nothing
"@realDonaldTrump still (if true) we don't want 2pay 4ur wife's stay@Ttower
#trumpghazi #ImpeachTrump #showhistaxes #stophim",2017-02-17 08:49:54,7,Rep
@realDonaldTrump Your team is as big a joke as you are if you think that went well. Next time finish the clown act… https://t.co/BKqppIGX7s,2017-02-17 11:52:20,11,Rep
"@realDonaldTrump God blessings, all what you need and the deplorable loyal to you. Walk in water with chin up despite the lies and blasfemia",2017-02-17 11:52:24,11,Rep
@realDonaldTrump Adore you President Trump and Love everything U R doing 4 our country!America became great again the day U won!,2017-02-17 11:52:35,14,Rep
@IngrahamAngle @Morning_Joe @realDonaldTrump the voter rejected them all why would we change our minds they are strengthening our resolve,2017-02-17 11:52:43,7,Rep
@rolandscahill @realDonaldTrump Are you saying only you thoughts count? Are u to big to serve your country? Are u the only one that matters?,2017-02-17 11:52:44,10,Rep
"AT: Despite some delays in approving Dr. Tom Price, oh and the Russia thing, the repeal of ObamaCare is moving fast! https://t.co/fGQQZwfJxM",2017-02-17 11:52:48,13,Dem
Good morning! Sir! You did a great job! I like it. 😜😜 https://t.co/ZPl5g0aUoL,2017-02-17 11:52:55,6,Nothing
@realDonaldTrump - Is this it?  Is this a drained swamp?  'Cause it's ugly and chaotic...,2017-02-17 11:53:00,5,Rep
@RealDonaldTrump blasted on social media for 'sociopathic' press conference https://t.co/EHDLqjWRiu,2017-02-17 11:53:03,6,Rep
"@realDonaldTrump talk, talk, talk,.... Lie, lie, lie",2017-02-17 11:53:26,6,Rep
@Resistrump_Jrio @CNN @realDonaldTrump Good Morning now u r free to laugh also until cribbing over election result,2017-02-17 11:53:29,10,Rep
@realDonaldTrump So good of you to start writing sketches for SNL.,2017-02-17 11:53:31,5,Rep
@Rc4trum @dapperlaughs @Chris194227 @realDonaldTrump he just asked what hair products he uses hun y u crying?,2017-02-17 11:53:34,7,Rep
.@realDonaldTrump @POTUS expected to arrive in North Charleston around noon today. LIVE coverage w/ @WLTX… https://t.co/Sx14OkJ1u6,2017-02-17 11:53:36,10,Rep
@realDonaldTrump was actually embarrassed by you and for you..nothing great about it you treat people like garbage and you ramble on. Sad,2017-02-17 11:53:46,10,Rep
"@realDonaldTrump u called @HillaryClinton ""crooked"" thru out the campaign BUT U now earned title of DISHONEST DONNY #lies #Pressconference",2017-02-17 11:53:51,10,Dem
We can sure hope it does. Bring @CNN and media dishonesty down a few pegs. Get @MSNBC  next. https://t.co/g1w3l64MPg,2017-02-17 11:53:59,9,Nothing
@realDonaldTrump you know fake means... like your tan... the news is real.,2017-02-17 11:54:01,7,Rep
@KellyMezz @CDoranHarader @JVER1 @realDonaldTrump Gosh I Miss Those Ole Movies With Shirley Temple In Them.,2017-02-17 08:47:39,6,Rep
@POTUS @realDonaldTrump Just let the adults in the country take charge so you can go back to being whatever the hell it was you were before.,2017-02-17 08:47:45,10,Rep
"@POTUS @realDonaldTrump And you fucking suck, dude. You really fucking suck at pretty much everything.",2017-02-17 08:49:08,9,Rep
A Medical Theory for @realDonaldTrump’s Bizarre Behavior - He's Got Syphilis    https://t.co/vw40pgfDgu,2017-02-17 11:52:11,6,Rep
@realDonaldTrump it's high time you shook yourself out of your alternative reality ! National spectacle is what it was!!,2017-02-17 11:52:12,7,Rep
@realDonaldTrump I'd rather have Grant come to South Carolina again....,2017-02-17 11:52:21,5,Rep
"@realDonaldTrump ...Float like a butterfly, sting like a bee....The media rope-a-dope..Pass the popcorn.. Enjoy!",2017-02-17 11:52:51,12,Rep
@realDonaldTrump great job yesterday sir. The Press has been so liberal and so one-sided that it makes me wanna puke.,2017-02-17 11:52:57,11,Rep
@WKPromotions @MarkPygas @realDonaldTrump who wants to back a liar that acts like a petulant child?,2017-02-17 11:53:10,7,Rep
"@BBCJonSopel at @realDonaldTrump press conference BBC is ""impartial free &amp; fair"" 😂😂😂😂😂😂😂😂😂😂😂😂",2017-02-17 11:53:15,7,Rep
"@realDonaldTrump ha ha, Limbaugh is as fake as it gets. You came off as a complete loon. A total failure. A loser.",2017-02-17 11:53:16,11,Rep
@realDonaldTrump Don't forget to tell Boeing you don't need THEIR Air Force One. Putin I'm sure can steal a plane... just for you.,2017-02-17 11:53:34,12,Rep
@WKPromotions @MarkPygas @realDonaldTrump I'm sure you were crying the same song when the Kenyan Muslim commie was in office right?,2017-02-17 11:53:37,8,Rep
". @realDonaldTrump Mr. President, Please speak out against the rising incidents of anti-semitism &amp; hate crime. https://t.co/xPLtt41DAt",2017-02-17 11:53:40,11,Rep
@realDonaldTrump oh yeah?  Please elaborate how  will millions of Americans will be covered. what's your plan? What health insurance?,2017-02-17 11:53:42,10,Rep
"@realDonaldTrump I also look at your @ mentions on here and it's nothing but at. Where are these ""nice statements"" at?",2017-02-17 11:53:46,6,Rep
@realDonaldTrump Let every soul be subject unto the higher powers. For there is no power but of God: the powers that be are ordained of God,2017-02-17 11:53:53,12,Rep
@9NewsLA @realDonaldTrump it's good to see someone stand up to the fake news media .bunch of  crybabies,2017-02-17 08:47:05,9,Rep
@jackschofield @realDonaldTrump bs. Hillary approved it as sec of state. Then she gets big donation to her slush fund,2017-02-17 08:47:52,10,Rep
@realDonaldTrump   I am a coal mining woman...for 16+ years....and I truly believe you ❤️ this country and the American people!!,2017-02-17 08:48:21,10,Rep
Variety: .CNN says it's doing just fine despite realDonaldTrump's attacks https://t.co/PhYyFUmksP https://t.co/DQY5yIGGgI,2017-02-17 08:48:27,7,Rep
@realDonaldTrump look@British towns destroyed by Islamic immigration yet govt supports it In the end Russians &amp; Americans will have to save,2017-02-17 08:49:41,13,Rep
"For #10,001, I'd like to dedicate this tweet to the man who has arguably turned the current world order upside down, @realDonaldTrump",2017-02-17 11:52:10,10,Rep
"@realDonaldTrump Your in a different reality-Your so called ""Press Conference"" was embarrassing &amp; scary. If your qu… https://t.co/IJNNi4qx7D",2017-02-17 11:52:19,9,Rep
Any followers in the Charleston area today? @realDonaldTrump needs to be shown some southern hospitality.… https://t.co/klmyk9ykGB,2017-02-17 11:52:20,8,Rep
"@IngrahamAngle @Morning_Joe @realDonaldTrump uhh, and same ilk that threw slow pitch softballs to @BarackObama.",2017-02-17 11:52:27,6,Dem
@realDonaldTrump yeah! I like how you told them had the biggest Electoral College victory ever... for Republicans... named Donald. Facts 😂😂😂,2017-02-17 11:52:32,12,Rep
@realDonaldTrump Mr. President.   Your press conference was AMAZING !!!  😆😆😆😆😆   I LOVED IT  !!!,2017-02-17 11:52:37,6,Rep
@realDonaldTrump hop on that Russian ship and get the hell out od America!,2017-02-17 11:52:43,7,Rep
@realDonaldTrump thank you for the pure comedy and entertainment. Perhaps the most deluded person ever. EVER!,2017-02-17 11:52:50,9,Rep
"@realDonaldTrump 
You're doing this on purpose aren't you Donald? No-one, absolutely no-one, could actually be this childish and superficial",2017-02-17 11:52:55,9,Rep
"@foxandfriends @SteveHiltonx @MooreintheAM @jaketapper @realDonaldTrump many, although censored-dismissed, thought president hit a home run",2017-02-17 11:52:56,9,Rep
@realDonaldTrump If a CEO in a private sector organization had a press conference like that they would be fired immediately.,2017-02-17 11:53:00,10,Rep
"McDonald #Trump, the Lyin' King 
is a #FAKE Lion King
@realDonaldTrump @POTus
#SAD",2017-02-17 11:53:02,5,Rep
"@realDonaldTrump Like Trump said, media will hollow all day about their ass whipping. We love our C in Chief a man of his word.",2017-02-17 11:53:12,13,Rep
@maddow @realDonaldTrump @CNN It seems President Trump wants to destroy US Government so Russia &amp; Putin to  march into USA and take over,2017-02-17 11:53:20,13,Rep
"@realDonaldTrump Rush Limbaugh is a drug addicted tool! Your conference was great alright. A great insight into your insanity. Resign, sir.",2017-02-17 11:53:39,13,Rep
@FoxBusiness @realDonaldTrump Such Problems will be solved with #Trumps the new Presidential Secret Service! Nobody needs 17 intel orgs!,2017-02-17 08:48:19,11,Rep
@realDonaldTrump I don't need to media to tell me ANYTHING.  My eyes and my brain told me exactly what I need to know. You are deeply unfit.,2017-02-17 08:49:02,12,Rep
"@Reuters 
@realDonaldTrump : Why do Jews have big noses?
@netanyahu : Why?
@realDonaldTrump : Because air is free",2017-02-17 08:49:30,5,Rep
"@realDonaldTrump Yes, Big Brother, you did work hard trying to deflect from the recent scandal with Gen. Flynn. All hail BB!",2017-02-17 11:52:07,13,Rep
"@realDonaldTrump Yes he's hateful like your hateful you just project your faults &amp; shortcomings on others to make yourself feel great, SAD!",2017-02-17 11:52:08,13,Rep
@TomthunkitsMind @SharonHoole @realDonaldTrump Yup with a straight face too! I guess he thinks we are all stupid? Not us 🇨🇦! Very smart ppl,2017-02-17 11:52:23,10,Rep
@realDonaldTrump a crooked doc is your idea of a good choice. Figured,2017-02-17 11:52:25,6,Rep
@dapperlaughs @Rc4trum @realDonaldTrump I think he's look would suit you dapper 😂,2017-02-17 11:52:32,5,Rep
"@realDonaldTrump nice, keep up the good work of repealing that crappy law!",2017-02-17 11:52:48,7,Rep
@realDonaldTrump ... the best live comedy show ... a disgrace,2017-02-17 11:53:00,5,Rep
"@realDonaldTrump @Mike_P_Williams ""You can't"". Fuck you, yes they can. And they can as soon as gov race baiters get out of their way.",2017-02-17 11:53:04,11,Rep
"@NewDay @AlisynCamerota @ChrisCuomo  @realdonaldtrump press conf distracted from topic regarding his administration, flynn, and Russia",2017-02-17 11:53:12,8,Nothing
"@realDonaldTrump I would challenge you to a battle of wits, but I see you are unarmed",2017-02-17 11:53:14,6,Rep
@realDonaldTrump worst presidential press conference ever.,2017-02-17 11:53:17,5,Rep
@mikd33 @realDonaldTrump An your sun God is good old radicals like Karl Marx an the haters of the USA.,2017-02-17 11:53:38,10,Rep
@realDonaldTrump my friend is on Obama Care and is devastated by cost.  She is so happy by what you are doing.  Thank you!  God bless,2017-02-17 11:53:43,9,Dem
"@williamlegate @realDonaldTrump Reminds you of back then when ""things were different"", huh? Or it's just because he's famous. Just a trend.",2017-02-17 11:53:49,7,Rep
@realDonaldTrump Pensacola Florida has been very nice weather right now! Please come see use!!!!  Keep the great work!!! We love ❤️ YOU,2017-02-17 11:53:55,13,Rep
@VeeVee @realDonaldTrump ...28 vacations totaling 217 days and was even golfing while Americans  were dying in Benghazi you idiot.[2/2],2017-02-17 11:54:03,13,Rep
@ZettAguado @rmgg5553 @BryanDawsonUSA @realDonaldTrump  A village's women are all impregnated with alien children who plan to replace humans,2017-02-17 08:48:04,8,Rep
@DrewGriffinCNN @DHSgov @realDonaldTrump This sort of thing could make @JeffZuckerCNN's network very relevant again.,2017-02-17 08:48:59,6,Rep
Everyone welcome! Need cash? Rent your car! https://t.co/oJj4fBF2sm @realdonaldtrump #Iran #Iraq #Libya #Somalia… https://t.co/FKLH0iH6F9,2017-02-17 11:52:08,6,Nothing
"@DocThompsonShow #WhatILearnedToday Apparently @realDonaldTrump doesn't Google. He just gets on his computer to look something up, and Bing!",2017-02-17 11:52:20,7,Rep
I wonder if the North Koreans think @realDonaldTrump is crazy?,2017-02-17 11:52:25,5,Rep
@realDonaldTrump can't wait to see what type of toddler fit you'll throw today. Wahhhh!,2017-02-17 11:52:41,9,Rep
"Well no, The media is the media, they can't be fake! Lordy what a dim wit you are Donald! #Resist #TheResistance https://t.co/jyDeOB80Ko",2017-02-17 11:52:43,9,Nothing
@RupertMyers @realDonaldTrump this is the tweet from a 'politcal correspondant'. Any wonder normal people dont listen to MSM,2017-02-17 11:52:44,9,Rep
"@realDonaldTrump Low income familys have hope now more than ever, Lets build and MAGA welders,masons,framers,plumbers and more support you!!",2017-02-17 11:52:58,13,Rep
@Poptropica @realDonaldTrump Maybe he will try and make a Poptropica account and start playing that game.,2017-02-17 11:53:03,8,Rep
@realDonaldTrump Patriots know the media: 1. are biased &amp; liars. 2. must feel relevant 3. are shown how irrelevant they are by you DAILY,2017-02-17 11:53:10,15,Rep
@realDonaldTrump is a national embarrassment. Resist his 'fine-tuned machine'. https://t.co/J8Ec5AfpXV,2017-02-17 11:53:11,6,Rep
"@butchparnell @realDonaldTrump  And are those drugs legal? Do you get them from your little Napoleon son, what's his name..Oh Donnie Jr.?",2017-02-17 11:53:14,10,Rep
"Okay. This confirms that Trump lives in his own reality.

I don't think I've ever seen someone this deluded, especi… https://t.co/nlvxsX1iro",2017-02-17 11:53:19,11,Rep
Just when I think you've already said the dumbest shit a president could say.... R U fucking kidding me? Rush ? https://t.co/8MVD3LYf2m,2017-02-17 11:53:34,13,Nothing
@Mike_P_Williams @realDonaldTrump free press? Do you listen to yourself?  Hahaha.  I know it.U know it.if trump is attacked.he well counter!,2017-02-17 11:53:37,11,Rep
"@realDonaldTrump You Mr. President said it best, They (the media) don't get it but we the people do get it! We see what's going on. #DTS",2017-02-17 11:53:54,10,Rep
@realDonaldTrump Go get 'em Mr. President and congrats on the presser of ALL TIME. You REALLY nailed it and nailed… https://t.co/ND5FkHpG0n,2017-02-17 11:53:59,11,Rep
@realdonaldtrump  most of these people just piggy back off of some other smchuck on here with smears grow up America your embarrassing.,2017-02-17 11:54:05,8,Nothing
Exactly. Your guy had eight free years to rein unbridled terror on America. He and you are over. Long live Twitter… https://t.co/lWNpzUjDPL,2017-02-17 08:47:14,12,Nothing
@realDonaldTrump Most people said they were frightened by your horrible speech.  You are an imbecile,2017-02-17 11:52:13,6,Rep
"Dear @realDonaldTrump For someone who doesn't like #Fake things, an awful lot of your followers on twitter appear to be fake accounts...",2017-02-17 11:52:18,11,Rep
"They say @realDonaldTrump aka #TinyFingeredFerretWearingGibbon speaks from the gut, they're wrong, its from lower in the intestinal tract",2017-02-17 11:52:20,8,Rep
Liberalism is a mental disorder! @realDonaldTrump  you're the man! Keep up the good work... https://t.co/vofPj9V5EE,2017-02-17 11:52:24,7,Rep
@OfficialSPGB @realDonaldTrump It was held at Orlando airport. Clearly not enough people to fill LAX or O'Hare. Sad!,2017-02-17 11:52:32,11,Rep
@realDonaldTrump Mr FLYNN your LUNCH Is here off the EAST COAST. RUSSIAN SUB,2017-02-17 11:52:35,7,Rep
@realDonaldTrump Did you read all the reviews that compared you to Captain. Queeg?,2017-02-17 11:52:47,5,Rep
@realDonaldTrump You gonna get Lockheed on the phone for a private chat with the Boeing board?,2017-02-17 11:52:48,8,Rep
@crehage @realDonaldTrump sell more of this uraniums thing to Russia like madame president hilary!  Or make a uraniums deals with iran!,2017-02-17 11:52:54,12,Rep
